Profile URL,Query
https://medicine.yale.edu/profile/francis-chan/,Francis Chan Assistant Clinical Professor Yale Profile
https://medicine.yale.edu/profile/andrew-y-chang/,Andrew Chang Assistant Professor of Medicine (Cardiovascular Medicine) Yale Profile
https://medicine.yale.edu/profile/annie-chang/,Annie Chang Assistant Clinical Professor in Psychiatry Yale Profile
https://medicine.yale.edu/profile/e-chang/,Eric Chang Assistant Professor of Medicine (Hematology) Yale Profile
https://medicine.yale.edu/profile/john-j-chang/,John Chang Associate Professor of Medicine (General Medicine) Yale Profile
https://statistics.yale.edu/news/joseph-chang-appointed-james-attwood-professor-statistics-and-data-science,Joseph Chang James A. Attwood Professor of Statistics and Data Science Yale Profile
https://eall.yale.edu/people/kang-i-chang,Kang-I Chang Malcolm G. Chace '56 Professor Emeritus of East Asian Languages and Literatures Yale Profile
https://medicine.yale.edu/profile/rui-chang/,Rui Chang Assistant Professor in Neuroscience and of Cellular and Molecular Physiology Yale Profile
https://medicine.yale.edu/profile/s-chang/,"Sandy Chang Professor of Laboratory Medicine, of Pathology and of Molecular Biophysics and Biochemistry Yale Profile"
https://medicine.yale.edu/profile/steve-chang/,Steve Chang Associate Professor Tenure Yale Profile
https://medicine.yale.edu/profile/t-chang/,Tiffany Chang Assistant Professor Adjunct Yale Profile
https://medicine.yale.edu/profile/victor-chang/,Victor Chang Assistant Professor of Medicine (Medical Oncology) Yale Profile
https://medicine.yale.edu/profile/w-chang/,William Chang Assistant Professor of Medicine (Nephrology) Yale Profile
https://medicine.yale.edu/profile/sreeganga-chandra/,Sreeganga Chandra Associate Professor of Neurology and Neuroscience Yale Profile
https://medicine.yale.edu/profile/jocelyn-chandler/,Jocelyn Chandler Assistant Professor Yale Profile
https://www.drama.yale.edu/bios/joan-channick/,Joan Channick Professor in the Practice Yale Profile
https://medicine.yale.edu/internal-medicine/medonc/profile/herta-chao/,Herta Chao Professor of Internal Medicine (Medical Oncology) Yale Profile
https://medicine.yale.edu/web/showcase/profile/julius-chapiro/,Julius Chapiro Associate Professor of Radiology and Biomedical Imaging Yale Profile
https://medicine.yale.edu/profile/louis-chaptini/,Louis Chaptini Assistant Professor Adjunct Yale Profile
https://som.yale.edu/faculty-research/faculty-directory/kerwin-k-charles,"Kerwin Charles Indra K. Nooyi Dean of the Yale School of Management and Frederick W. Beinecke Professor of Economics, Policy & Management Yale Profile"
https://ling.yale.edu/profile/simon-charlow,Simon Charlow Associate Professor Tenure Yale Profile
https://medicine.yale.edu/profile/james-charney/,James Charney Assistant Clinical Professor of Psychiatry Yale Profile
https://ysph.yale.edu/profile/salome-charalambous/,Salome Charalambous Associate Professor Adjunct Yale Profile
https://medicine.yale.edu/profile/jean-charchaflieh/,Jean Charchaflieh Associate Professor of Anesthesiology Yale Profile
https://medicine.yale.edu/profile/sarwat-chaudhry/,Sarwat Chaudhry Professor of Medicine (General Medicine) Yale Profile
https://medicine.yale.edu/profile/smc59/,Severine Chavel Assistant Clinical Professor of Dermatology Yale Profile
https://medicine.yale.edu/internal-medicine/cardio/profile/patricia-chavez/,Patricia Chavez Assistant Professor Yale Profile
https://medicine.yale.edu/web/showcase/profile/nikhil-chawla/,Nikhil Chawla Assistant Professor of Anesthesiology Yale Profile
https://medicine.yale.edu/profile/katarzyna-chawarska/,Katarzyna Chawarska Emily Fraser Beede Professor of Child Psychiatry Yale Profile
https://medicine.yale.edu/profile/marek-chawarski/,Marek Chawarski Professor of Psychiatry and Emergency Medicine Yale Profile
https://medicine.yale.edu/psychiatry/profile/joseph-check/,Joseph Check Assistant Professor of Psychiatry Yale Profile
https://math.yale.edu/people/tamunonye-cheetham-west,Tamunonye Cheetham-West Gibbs Assistant Professor Yale Profile
https://medicine.yale.edu/profile/adam-chekroud/,"Adam Chekroud Assistant Professor Adjunct, Psychiatry Yale Profile"
https://medicine.yale.edu/profile/sharon-chekijian/,Sharon Chekijian Associate Professor of Emergency Medicine Yale Profile
https://medicine.yale.edu/profile/adina-chelouche/,Adina Chelouche Assistant Clinical Professor Yale Profile
https://medicine.yale.edu/profile/cc494/,Christine Chen Assistant Clinical Professor of Medicine Yale Profile
https://medicine.yale.edu/profile/ye-grace-chen/,Grace Chen Assistant Professor Yale Profile
https://medicine.yale.edu/profile/huixiao-chen/,Huixiao Chen Assistant Professor of Therapeutic Radiology Yale Profile
https://ysph.yale.edu/profile/kai-chen/,Kai Chen Associate Professor of Epidemiology (Environmental Health Sciences) Yale Profile
https://medicine.yale.edu/profile/laura-chen/,Laura Chen Assistant Professor of Pediatrics (Pulmonology) Yale Profile
https://medicine.yale.edu/profile/lei-chen/,Lei Chen Professor of Pediatrics (Emergency Medicine) and of Emergency Medicine Yale Profile
https://medicine.yale.edu/immuno/profile/lieping-chen/,"Lieping Chen United Technologies Corporation Professor in Cancer Research and Professor of Immunobiology, of Dermatology and of Medicine (Medical Oncology) Yale Profile"
https://medicine.yale.edu/profile/michael-e-chen/,Michael Chen Assistant Professor of Medicine (Cardiovascular Medicine) Yale Profile
https://medicine.yale.edu/profile/ming-kai-chen/,Ming-Kai Chen Associate Professor of Radiology and Biomedical Imaging Yale Profile
https://medicine.yale.edu/biomedical-informatics-data-science/profile/qingyu-chen/,Qingyu Chen Assistant Professor of Biomedical Informatics and Data Science Yale Profile
https://medicine.yale.edu/profile/sidi-chen/,Sidi Chen Associate Professor of Genetics and of Neurosurgery Yale Profile
https://ysph.yale.edu/profile/xi-chen/,Xi Chen Associate Professor of Public Health (Health Policy) and Associate Professor at Institution for Social and Policy Studies Yale Profile
https://economics.yale.edu/people/xiaohong-chen,Xiaohong Chen Malcolm K. Brachman Professor of Economics and Professor of Management Yale Profile
https://medicine.yale.edu/profile/zhe-chen/,Zhe Chen Professor of Therapeutic Radiology Yale Profile
https://medicine.yale.edu/profile/frances-cheng/,Frances Cheng Assistant Professor of Pediatrics Yale Profile
https://medicine.yale.edu/biomedical-informatics-data-science/profile/haoyu-cheng/,Haoyu Cheng Assistant Professor of Biomedical Informatics and Data Science Yale Profile
https://physics.yale.edu/people/meng-cheng,Meng Cheng Assistant Professor Yale Profile
https://medicine.yale.edu/profile/yung-chi-cheng/,Yung-Chi Cheng Henry Bronson Professor of Pharmacology Yale Profile
https://medicine.yale.edu/profile/lara-chepenik/,Lara Chepenik Assistant Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/benjamin-cherry/,Benjamin Cherry Assistant Professor of Medicine (General Medicine) Yale Profile
https://environment.yale.edu/directory/faculty/marian-chertow,Marian Chertow Manufacturer’s Association Professor of Forest Products Yale Profile
https://medicine.yale.edu/profile/irene-chernova/,Irene Chernova Assistant Professor of Medicine (Nephrology) Yale Profile
https://nursing.yale.edu/news/yale-school-nursing-celebrates-6-faculty-faan-inductees,Erick Cheung Associate Clinical Professor of Nursing Yale Profile
https://medicine.yale.edu/profile/kei-cheung/,Kei-Hoi Cheung Professor of Biomedical Informatics & Data Science Yale Profile
https://som.yale.edu/faculty-research/faculty-directory/judith-chevalier,"Judy Chevalier William S. Beinecke Professor of Management and Professor of Economics and Faculty Director of the Program on Social Enterprise, Innovation, and Impact Yale Profile"
https://statistics.yale.edu/people/sinho-chewi,Sinho Chewi Assistant Professor Yale Profile
https://medicine.yale.edu/profile/cv296/,Vijay Chhabra Assistant Clinical Professor of Medicine Yale Profile
https://medicine.yale.edu/profile/sophie-chheang/,Sophie Chheang Assistant Professor of Radiology and Biomedical Imaging Yale Profile
https://medicine.yale.edu/profile/anne-chiang/,Anne Chiang Associate Professor Yale Profile
https://medicine.yale.edu/profile/veronica-chiang/,Veronica Chiang Professor of Neurosurgery Yale Profile
https://medicine.yale.edu/profile/amanda-chiapa/,Amanda Chiapa Assistant Professor Adjunct Yale Profile
https://medicine.yale.edu/profile/amber-childs/,Amber Childs Associate Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/catherine-chiles/,Catherine Chiles Associate Clinical Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/astha-chichra/,Astha Chichra Associate Professor Term Yale Profile
https://medicine.yale.edu/profile/julie-chilton/,Julie Chilton Assistant Clinical Professor Yale Profile
https://anthropology.yale.edu/profile/oswaldo-chinchilla,Oswaldo Chinchilla Mazariegos Associate Professor Tenure Yale Profile
https://medicine.yale.edu/profile/maurizio-chioccioli/,Maurizio Chioccioli Assistant Professor of Comparative Medicine and of Genetics Yale Profile
https://medicine.yale.edu/profile/michael-chiorazzi/,Michael Chiorazzi Assistant Professor of Internal Medicine (Medical Oncology) Yale Profile
https://medicine.yale.edu/profile/hoon-cho/,Hoon Cho Assistant Professor of Biomedical Informatics & Data Science and of Computer Science Yale Profile
https://medicine.yale.edu/profile/joan-cho/,Joan Cho Assistant Clinical Professor of Medicine Yale Profile
https://medicine.yale.edu/profile/sang-geon-cho/,Sang-Geon Cho Visiting Assistant Professor Yale Profile
https://medicine.yale.edu/profile/youngsun-cho/,Youngsun Cho Assistant Professor Yale Profile
https://medicine.yale.edu/internal-medicine/genmed/profile/alex-choi/,Alex Choi Assistant Professor of Medicine (General Internal Medicine) Yale Profile
https://som.yale.edu/faculty-research/faculty-directory/james-choi,James Choi Professor of Finance Yale Profile
https://medicine.yale.edu/profile/young-choi/,Young Choi Professor Emeritus of Pathology Yale Profile
https://medicine.yale.edu/profile/andrew-chou/,"Andrew Chou Associate Professor of Medicine (Infectious Diseases); Hospital Epidemiologist VA CT Healthcare System, Internal Medicine Clerkship Yale Profile"
https://medicine.yale.edu/profile/jessica-chow/,Jessica Chow Associate Professor of Ophthalmology & Visual Science Yale Profile
https://medicine.yale.edu/profile/robert-chow/,Robert Chow Assistant Professor of Anesthesiology Yale Profile
https://medicine.yale.edu/profile/yupeieugenia-chock/,"Eugenia Yupei Chock Assistant Professor of Medicine (Rheumatology, Allergy & immunology) Yale Profile"
https://medicine.yale.edu/profile/michael-choma/,Michael Choma Associate Professor Adjunct Yale Profile
https://medicine.yale.edu/profile/keith-choate/,Keith Choate Aaron B. and Marguerite Lerner Professor and Chair of Dermatology. Professor of Genetics and Pathology. Associate Dean for Physician-Scientist Development Yale Profile
https://medicine.yale.edu/profile/rc45/,"Roslyn Chosak Assistant Clinical Professor of Obstetrics, Gynecology, and Reproductive Sciences Yale Profile"
https://medicine.yale.edu/profile/cm2438/,Mithil Choksey Assistant Clinical Professor Yale Profile
https://medicine.yale.edu/zebrafish/profile/urvika-choksey/,Urvika Choksey Assistant Clinical Professor of Medicine (Geriatrics) Yale Profile
https://medicine.yale.edu/profile/walter-cholewczynski/,Walter Cholewczynski Assistant Clinical Professor Yale Profile
https://www.architecture.yale.edu/people/1361-rachaporn-choochuey,Rachaporn Choochuey Visiting Assistant Professor Yale Profile
https://medicine.yale.edu/profile/vaidehi-chowdhary/,"Vaidehi Chowdhary Associate Professor of Medicine (Rheumatology, Allergy & Immunology) Yale Profile"
https://medicine.yale.edu/profile/mc3357/,Monzurul Chowdhury Assistant Clinical Professor of Medicine Yale Profile
https://medicine.yale.edu/profile/nazmul-chowdhury/,Nazmul Chowdhury Assistant Professor of Anesthesiology Yale Profile
https://medicine.yale.edu/profile/nicholas-christakis/,Nicholas Christakis Sterling Professor of Social and Natural Science Yale Profile
https://medicine.yale.edu/profile/sean-christensen/,Sean Christensen Associate Professor of Dermatology Yale Profile
https://economics.yale.edu/people/timothy-christensen,Timothy Christensen Professor Yale Profile
https://medicine.yale.edu/profile/christopher-christian/,Christopher Christian Assistant Clinical Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/emily-christison-lagay/,Emily Christison-Lagay Associate Professor of Surgery (Pediatrics) Yale Profile
https://slavic.yale.edu/people/jinyi-chu,Jinyi Chu Assistant Professor Yale Profile
https://law.yale.edu/amy-chua,"Amy Chua John M. Duff, Jr. Professor of Law Yale Profile"
https://medicine.yale.edu/profile/hyung-chun/,Hyung Chun Associate Professor Adjunct Yale Profile
https://medicine.yale.edu/profile/marvin-chun/,Marvin Chun Richard M. Colgate Professor of Psychology and Professor of Neuroscience Yale Profile
https://medicine.yale.edu/profile/hattie-chung/,Hattie Chung Assistant Professor Yale Profile
https://medicine.yale.edu/profile/jean-ju-chung/,Jean-Ju Chung Associate Professor of Cellular & Molecular Physiology Yale Profile
https://medicine.yale.edu/profile/joyce-chung/,Joyce Chung Associate Professor of Therapeutic Radiology Yale Profile
https://medicine.yale.edu/profile/geoffrey-chupp/,"Geoffrey Chupp Professor of Medicine (Pulmonary, Critical Care and Sleep Medicine ) Yale Profile"
https://medicine.yale.edu/web/showcase/profile/margaret-chustecki/,Margaret Chustecki Assistant Clinical Professor of Medicine Yale Profile
https://medicine.yale.edu/profile/mac75/,Marc Ciampi Assistant Clinical Professor of Medicine Yale Profile
https://medicine.yale.edu/profile/mark-cicero/,Mark Cicero Associate Professor in Pediatrics (Emergency Medicine) Yale Profile
https://medicine.yale.edu/profile/prc26/,Peter Cimino Assistant Clinical Professor Yale Profile
https://medicine.yale.edu/psychiatry/profile/james-ciarcia/,James Ciarcia Associate Clinical Professor in Psychiatry Yale Profile
https://medicine.yale.edu/zebrafish/profile/carla-cirilli/,Carla Cirilli Andrews Assistant Professor Yale Profile
https://medicine.yale.edu/profile/christina-cipriano/,Christina Cipriano Associate Professor in the Child Study Center Yale Profile
https://medicine.yale.edu/profile/traci-cipriano/,Traci Cipriano Assistant Clinical Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/laura-ciarleglio/,Laura Ciarleglio Assistant Clinical Professor of Social Work in the Child Study Center Yale Profile
https://medicine.yale.edu/profile/renee-cifarelli/,Renee Cifarelli Assistant Clinical Professor of Social Work in the Child Study Center Yale Profile
https://medicine.yale.edu/internal-medicine/pulmonary/profile/brian-j-clark/,"Brian Clark Assistant Professor of Medicine (Pulmonary, Critical Care and Sleep Medicine) Yale Profile"
https://mcdb.yale.edu/people/damon-clark,"Damon Clark Professor of Molecular, Cellular and Developmental Biology and of Physics and of Neuroscience Yale Profile"
https://medicine.yale.edu/profile/katherine-clark/,Katherine Clark Assistant Professor of Medicine (Cardiovascular Medicine) Yale Profile
https://psychology.yale.edu/people/margaret-clark,Margaret Clark John M. Musser Professor of Psychology Yale Profile
https://medicine.yale.edu/profile/mitchell-clark/,"Mitchell Clark Assistant Professor of Obstetrics, Gynecology & Reproductive Sciences Yale Profile"
https://environment.yale.edu/directory/faculty/susan-g-clark,Susan Clark Joseph F. Cullman III Professor (Adjunct) Emeritus at the School of the Environment Yale Profile
https://ysph.yale.edu/profile/elizabeth-claus/,"Elizabeth Claus Professor of Biostatistics; Director of Medical Research, School of Public Health Yale Profile"
https://medicine.yale.edu/zebrafish/profile/gary-cline/,Gary Cline Professor Emeritus of Medicine (Endocrinology) Yale Profile
https://medicine.yale.edu/profile/nancy-close/,Ann Close Associate Professor in the Child Study Center Yale Profile
https://medicine.yale.edu/profile/james-clune/,James Clune Associate Professor of Surgery (Plastic) Yale Profile
https://philosophy.yale.edu/profile/timothy-clarke,Tim Clarke Associate Professor Tenure Yale Profile
https://english.yale.edu/people/tenured-and-tenure-track-faculty-professors/joe-cleary,Joe Cleary John M. Schiff Professor of English Yale Profile
https://ysph.yale.edu/profile/paul-cleary/,Paul Cleary Anna M. R. Lauder Professor Emeritus of Public Health and Senior Research Scientist in Public Health (Health Policy) Yale Profile
https://medicine.yale.edu/profile/michael-cleman/,Michael Cleman Professor of Medicine (Cardiovascular Medicine) Yale Profile
https://som.yale.edu/faculty-research/faculty-directory/christopher-clayton,Christopher Clayton Assistant Professor of Finance Yale Profile
https://medicine.yale.edu/profile/miguel-coca-prados/,Miguel Coca-Prados Professor Emeritus of and Professor (Adjunct) of Ophthalmology and Visual Science Yale Profile
https://hshm.yale.edu/people/deborah-coen,Deborah Coen Professor Yale Profile
https://medicine.yale.edu/childstudy/profile/j-coffey/,John Coffey Assistant Professor Adjunct in the Child Study Center Yale Profile
https://medicine.yale.edu/profile/margaret-coffey/,Margaret Coffey Assistant Clinical Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/lauren-cohn/,"Lauren Cohn Professor of Medicine (Pulmonary, Critical Care and Sleep Medicine) Yale Profile"
https://yalemusic.yale.edu/people/richard-cohn,Richard Cohn Battell Professor in the Music Department Yale Profile
https://medicine.yale.edu/profile/arman-cohan/,Arman Cohan Assistant Professor Yale Profile
https://medicine.yale.edu/profile/andrew-b-cohen/,Andrew Cohen Assistant Professor of Internal Medicine (Geriatrics) Yale Profile
https://medicine.yale.edu/profile/ivan-cohen/,Ivan Cohen Associate Clinical Professor of Dermatology Yale Profile
https://medicine.yale.edu/profile/jeffrey-m-cohen/,Jeffrey Cohen Assistant Professor of Dermatology and Biomedical Informatics and Data Science Yale Profile
https://medicine.yale.edu/profile/kenneth-cohen/,Kenneth Cohen Clinical Professor Yale Profile
https://medicine.yale.edu/profile/lawrence-s-cohen/,Lawrence Cohen Professor Emeritus of Medicine (Cardiovascular Medicine) Yale Profile
https://medicine.yale.edu/profile/miriam-cohen-1/,Miriam Cohen Associate Professor of Pediatrics Yale Profile
https://medicine.yale.edu/profile/paul-cohen/,Paul Cohen Associate Professor of Pathology Yale Profile
https://medicine.yale.edu/profile/shawn-cohen/,Shawn Cohen Assistant Professor of Medicine Yale Profile
https://ysph.yale.edu/profile/theodore-cohen/,Theodore Cohen Professor of Epidemiology (Microbial Diseases) Yale Profile
https://medicine.yale.edu/profile/michael-cohenuram/,Michael Cohenuram Assistant Professor of Medicine (Medical Oncology) Yale Profile
https://seas.yale.edu/faculty-research/faculty-directory/ronald-coifman,Ronald Coifman Sterling Professor of Mathematics and Professor of Electrical Engineering Yale Profile
https://classics.yale.edu/people/faculty,Andrew T Cole Jr. Professor Emeritus of Classics Yale Profile
https://medicine.yale.edu/profile/david-colen/,David Colen Assistant Professor of Surgery (Plastic) Yale Profile
https://medicine.yale.edu/profile/eve-colson/,Eve Colson Professor Emeritus of Pediatrics Yale Profile
https://arthistory.yale.edu/people/judith-colton,Judith Colton Professor Emeritus in the History of Art Yale Profile
https://medicine.yale.edu/profile/john-colberg/,John Colberg Professor of Urology Yale Profile
https://medicine.yale.edu/profile/brian-coleman/,"Brian Coleman Assistant Professor of Emergency Medicine, Biomedical Informatics and Data Science, and Biostatistics (Health Informatics) Yale Profile"
https://medicine.yale.edu/profile/david-coleman/,"David Coleman Research Professor, Interim Director, Yale Center for Clinical Investigation, Emeritus Professor, Yale School of Medicine Yale Profile"
https://medicine.yale.edu/profile/emily-collier/,Emily Collier Assistant Professor Adjunct Yale Profile
https://religiousstudies.yale.edu/people/adela-collins,Adela Collins Buckingham Professor Emeritus of Divinity Yale Profile
https://medicine.yale.edu/childstudy/profile/john-collins/,John Collins Assistant Clinical Professor in the Child Study Center Yale Profile
https://medicine.yale.edu/profile/j-collins/,John Collins Professor Emeritus of Anesthesiology Yale Profile
https://jewishstudies.yale.edu/people/john-collins,John Collins Holmes Professor Emeritus of Divinity Yale Profile
https://medicine.yale.edu/profile/heather-collette/,Heather Collette Associate Professor of Pediatrics Yale Profile
https://medicine.yale.edu/profile/l-cartagena/,Lorraine Colón-Cartagena Assistant Professor of Pathology Yale Profile
https://medicine.yale.edu/profile/daniel-colon-ramos/,Daniel Colón-Ramos Dorys McConnell Duberg Professor of Neuroscience and Cell Biology Yale Profile
https://medicine.yale.edu/profile/daniel-coman/,Daniel Coman Assistant Professor of Radiology and Biomedical Imaging and of Biomedical Engineering Yale Profile
https://medicine.yale.edu/profile/michelle-comas/,Michelle Comas Assistant Professor of Psychiatry Yale Profile
https://medicine.yale.edu/childstudy/profile/james-comer/,James Comer Maurice Falk Professor in the Child Study Center Yale Profile
https://environment.yale.edu/directory/faculty/liza-comita,Liza Comita Professor Yale Profile
https://medicine.yale.edu/profile/joan-combellick/,Joan Combellick Assistant Professor Yale Profile
https://medicine.yale.edu/profile/xiaomei-cong/,Xiaomei Cong Professor Yale Profile
https://medicine.yale.edu/profile/bruno-conti/,Bruno Conti Professor Adjunct Yale Profile
https://medicine.yale.edu/profile/michelle-l-conroy/,Michelle Conroy Associate Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/john-concato/,John Concato Professor Adjunct Yale Profile
https://medicine.yale.edu/profile/christian-connell/,"Christian Connell Associate Professor Adjunct, Psychiatry Yale Profile"
https://medicine.yale.edu/profile/elizabeth-connors/,Elizabeth Connors Associate Professor of Psychiatry Yale Profile
https://medicine.yale.edu/faculty/faculty-directory/,Lauren Connors Assistant Clinical Professor Yale Profile
https://french.yale.edu/people/thomas-c-connolly,Thomas Connolly Associate Professor Tenure of French Yale Profile
https://medicine.yale.edu/profile/joseph-contessa/,Joseph Contessa Professor of Therapeutic Radiology and of Pharmacology Yale Profile
https://medicine.yale.edu/mrrc/profile/todd-constable/,Todd Constable Elizabeth Mears and House Jameson Professor of Radiology and Biomedical Imaging and Professor of Neurosurgery Yale Profile
https://span-port.yale.edu/people/alexandra-cook,Alexandra Cook Visiting Assistant Professor Yale Profile
https://medicine.yale.edu/profile/jacqueline-cook/,Jacqueline Cook Assistant Professor of Medicine (General Medicine) Yale Profile
https://medicine.yale.edu/profile/joan-cook/,Joan Cook Albert E. Kent Professor of Psychiatry Yale Profile
https://arthistory.yale.edu/people/edward-cooke,Edward Cooke Charles F. Montgomery Professor of American Decorative Arts Yale Profile
https://medicine.yale.edu/profile/lynn-cooley/,"Lynn Cooley Dean of the Graduate School of Arts and Sciences; C. N. H. Long Professor of Genetics and Professor of Cell Biology and of Molecular, Cellular, and Developmental Biology Yale Profile"
https://medicine.yale.edu/profile/emily-cooney/,Emily Cooney Assistant Professor Adjunct in Psychiatry Yale Profile
https://medicine.yale.edu/profile/leo-cooney/,Leo Cooney Humana Foundation Professor Emeritus of Medicine (Geriatrics) Yale Profile
https://medicine.yale.edu/profile/ned-cooney/,"Ned Cooney Associate Professor Adjunct, Psychiatry Yale Profile"
https://medicine.yale.edu/profile/kirsten-cooper/,Kirsten Cooper Assistant Professor of Radiology and Biomedical Imaging Yale Profile
https://medicine.yale.edu/profile/vanessa-cooper/,Vanessa Cooper Assistant Professor Yale Profile
https://ysph.yale.edu/profile/zack-cooper/,"Zack Cooper Associate Professor of Public Health (Health Policy), Associate Professor of Economics, and Associate Professor in the Institution for Social and Policy Studies Yale Profile"
https://medicine.yale.edu/profile/zafra-cooper/,Zafra Cooper Professor Adjunct of Psychiatry Yale Profile
https://medicine.yale.edu/profile/daniel-cooperman/,Daniel Cooperman Professor of Orthopaedics and Rehabilitation Yale Profile
https://medicine.yale.edu/profile/joshua-copel/,"Joshua Copel Professor of Obstetrics, Gynecology, and Reproductive Sciences and of Pediatrics Yale Profile"
https://physics.yale.edu/people/paolo-coppi,Paolo Coppi Professor of Astronomy and of Physics Yale Profile
https://politicalscience.yale.edu/people/alexander-coppock,Alexander Coppock Associate Professor of Political Science Yale Profile
https://medicine.yale.edu/profile/gianfilippo-coppola/,Gianfilippo Coppola Assistant Professor of Pathology Yale Profile
https://medicine.yale.edu/psychiatry/profile/vladimir-coric/,Vladimir Coric Associate Clinical Professor in Psychiatry Yale Profile
https://medicine.yale.edu/profile/kathleen-corbin/,Kathleen Jo Corbin Associate Professor of Pediatrics (General Pediatrics) Yale Profile
https://medicine.yale.edu/profile/milaurise-cortes/,Milaurise Cortes Assistant Professor of Anesthesiology Yale Profile
https://medicine.yale.edu/psychiatry/profile/john-corwin/,John Corwin Assistant Clinical Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/philip-corlett/,Philip Corlett Associate Professor of Psychiatry Yale Profile
https://medicine.yale.edu/profile/dc534/,Dana Correale Assistant Clinical Professor Yale Profile
https://medicine.yale.edu/profile/joshua-cornman-homonoff/,Joshua Cornman-Homonoff Assistant Professor of Clinical Radiology and Biomedical Imaging Yale Profile
https://medicine.yale.edu/profile/jose-briones/,Jose Cortes-Briones Assistant Professor of Psychiatry Yale Profile
https://nursing.yale.edu/faculty-research/faculty-directory/deena-kelly-costa-phd-rn-faan,"Deena Costa Associate Professor of Nursing and Associate Professor of Medicine, Section of Pulmonary, Critical Care & Sleep Medicine Yale Profile"
https://ysph.yale.edu/profile/frederico-costa/,Federico Costa Associate Professor Adjunct of Epidemiology (Microbial Diseases) Yale Profile
https://medicine.yale.edu/profile/jose-costa/,Jose Costa Professor Emeritus of Pathology and Senior Research Scientist Yale Profile
https://medicine.yale.edu/profile/mihaela-costin/,Mihaela Costin Assistant Professor of Anesthesiology Yale Profile
https://medicine.yale.edu/profile/jla42/,Jo-anne Cosgriff Assistant Clinical Professor of Medicine Yale Profile
https://medicine.yale.edu/profile/kelly-cosgrove/,Kelly Cosgrove Professor of Psychiatry and of Neuroscience and of Radiology and Biomedical Imaging Yale Profile
https://medicine.yale.edu/profile/edouard-coupet/,Edouard Coupet Assistant Professor of Emergency Medicine Yale Profile
https://eeb.yale.edu/people/faculty/jenn-coughlan,Jennifer Coughlan Assistant Professor Yale Profile
https://medicine.yale.edu/profile/ryan-coughlin/,Ryan Coughlin Assistant Professor in Emergency Medicine Yale Profile
https://medicine.yale.edu/profile/mc3258/,Michael Couturie Assistant Clinical Professor of Nursing and Clinical Instructor in Medicine Yale Profile
https://medicine.yale.edu/profile/katherine-couturier/,Kate Couturier Assistant Professor of Emergency Medicine Yale Profile
https://medicine.yale.edu/profile/jane-cowan/,"Jane Cowan Assistant Professor of Surgery (General, Trauma & Surgical Critical Care) Yale Profile"
https://medicine.yale.edu/profile/robert-cowles/,Robert Cowles Professor of Surgery (Pediatrics) Yale Profile
https://medicine.yale.edu/compmed/profile/mac297/,Michael Cowley Professor (Adjunct) of Comparative Medicine Yale Profile
https://medicine.yale.edu/profile/shawn-cowper/,Shawn Cowper Professor of Dermatology Yale Profile
https://medicine.yale.edu/profile/ashley-cozzo/,Ashley Cozzo Assistant Professor Yale Profile
https://medicine.yale.edu/profile/joseph-craft/,Joseph Craft Paul B. Beeson Professor of Medicine (Rheumatology) and Professor of Immunobiology Yale Profile
https://medicine.yale.edu/profile/michael-crair/,Michael Crair Vice Provost for Research and William Ziegler III Professor of Neuroscience and Professor of Ophthalmology and Visual Science Yale Profile
https://medicine.yale.edu/profile/christine-crana/,Christine Crana Assistant Professor Yale Profile
https://medicine.yale.edu/profile/craig-crews/,"Craig Crews John C. Malone Professor of Molecular, Cellular, and Developmental Biology and Professor of Chemistry, of Pharmacology, and of Management Yale Profile"
https://medicine.yale.edu/profile/kathi-croce/,Kathi Croce Assistant Clinical Professor of Psychiatry Yale Profile
https://ysph.yale.edu/profile/julio-croda/,Julio Croda Associate Professor Adjunct Yale Profile
https://medicine.yale.edu/profile/cara-crook/,Cara Crook Assistant Professor Yale Profile
https://medicine.yale.edu/profile/lwc5/,Lisa Cross Assistant Clinical Professor of Psychiatry Yale Profile
https://chem.yale.edu/faculty/r-james-cross,R James Cross Professor Emeritus of Chemistry Yale Profile
https://medicine.yale.edu/profile/sarah-cross/,"Sarah Cross Associate Professor of Obstetrics, Gynecology and Reproductive Sciences Yale Profile"
https://medicine.yale.edu/profile/jason-cromer/,Jason Cromer Assistant Professor (Adjunct) in the Child Study Center Yale Profile
https://medicine.yale.edu/profile/maria-crouch/,Maria Crouch Assistant Professor Adjunct in Psychiatry Yale Profile
https://medicine.yale.edu/profile/cindy-crusto/,Cindy Crusto Professor Adjunct in Psychiatry Yale Profile
https://www.architecture.yale.edu/faculty/846-jean-pierre-crousse,Jean Pierre Crousse Visiting Professor Yale Profile
https://nursing.yale.edu/faculty-research/faculty-directory/angela-crowley-phd-aprn-pnp-bc-faan,Angela Crowley Professor Emeritus of Nursing Yale Profile
https://medicine.yale.edu/childstudy/profile/michael-crowley/,Michael Crowley Associate Professor Child Study Center Yale Profile
https://medicine.yale.edu/profile/susan-crowley/,Susan Crowley Professor of Medicine (Nephrology) Yale Profile
